x,y,z,classification,gpstime,scan_angle,intensity,number_of_returns,return_number,point_source_ID,edge_of_flight_line_flag,direction_of_scan_flag,user_data,red_channel,green_channel,blue_channel
103.0,30.0,53.0,1.0,500358.065081,1.0,163.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
104.0,30.0,53.0,1.0,500358.065109,1.0,145.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
105.0,30.0,52.0,1.0,500358.065137,1.0,176.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
108.0,30.0,52.0,1.0,500358.065221,1.0,170.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
110.0,31.0,49.0,1.0,500358.065263,1.0,159.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
111.0,31.0,50.0,1.0,500358.065305,2.0,171.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
112.0,31.0,49.0,1.0,500358.065319,2.0,166.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
113.0,31.0,46.0,1.0,500358.065347,2.0,174.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
114.0,31.0,45.0,1.0,500358.065375,2.0,150.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
115.0,31.0,44.0,1.0,500358.065403,2.0,119.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
116.0,31.0,43.0,1.0,500358.065431,2.0,150.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
117.0,31.0,43.0,1.0,500358.065459,2.0,145.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
118.0,31.0,42.0,1.0,500358.065487,2.0,145.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
119.0,31.0,42.0,1.0,500358.065501,2.0,164.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
120.0,31.0,41.0,1.0,500358.065529,2.0,165.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
122.0,32.0,39.0,1.0,500358.065585,3.0,153.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
123.0,32.0,39.0,1.0,500358.065613,3.0,147.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
124.0,32.0,38.0,1.0,500358.065641,3.0,115.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
125.0,32.0,37.0,1.0,500358.065669,3.0,141.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
126.0,32.0,37.0,1.0,500358.065683,3.0,141.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
127.0,32.0,36.0,1.0,500358.065711,3.0,155.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
128.0,32.0,35.0,1.0,500358.065739,3.0,162.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
129.0,32.0,35.0,1.0,500358.065767,3.0,162.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
130.0,32.0,34.0,1.0,500358.065795,3.0,130.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
131.0,32.0,33.0,1.0,500358.065823,3.0,117.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
132.0,32.0,33.0,1.0,500358.065837,4.0,131.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
133.0,32.0,32.0,1.0,500358.065865,4.0,151.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
134.0,32.0,31.0,1.0,500358.065893,4.0,131.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
135.0,32.0,31.0,1.0,500358.065921,4.0,125.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
136.0,32.0,30.0,1.0,500358.065949,4.0,105.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
137.0,32.0,30.0,1.0,500358.065977,4.0,92.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
138.0,33.0,29.0,1.0,500358.066005,4.0,126.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
139.0,33.0,29.0,1.0,500358.066019,4.0,106.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
140.0,33.0,28.0,1.0,500358.066047,4.0,100.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
141.0,33.0,27.0,1.0,500358.066075,4.0,87.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
142.0,33.0,27.0,1.0,500358.066103,4.0,94.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
143.0,33.0,27.0,1.0,500358.066117,5.0,100.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
144.0,33.0,26.0,1.0,500358.066145,5.0,101.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
145.0,33.0,26.0,1.0,500358.066173,5.0,94.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
146.0,33.0,25.0,1.0,500358.066201,5.0,94.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
147.0,33.0,25.0,1.0,500358.066229,5.0,101.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
148.0,33.0,24.0,1.0,500358.066243,5.0,101.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
149.0,33.0,24.0,1.0,500358.066271,5.0,102.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
150.0,33.0,24.0,1.0,500358.066299,5.0,81.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
150.0,34.0,23.0,1.0,500358.075707,5.0,129.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
149.0,34.0,24.0,1.0,500358.075735,5.0,102.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
148.0,34.0,24.0,1.0,500358.075763,5.0,102.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
147.0,34.0,25.0,1.0,500358.075791,5.0,94.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
146.0,34.0,25.0,1.0,500358.075805,5.0,94.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
145.0,34.0,25.0,1.0,500358.075833,5.0,108.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
137.0,33.0,30.0,1.0,500358.076043,4.0,112.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
136.0,33.0,30.0,1.0,500358.076057,4.0,145.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
135.0,33.0,30.0,1.0,500358.076085,4.0,112.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
134.0,33.0,31.0,1.0,500358.076113,4.0,125.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
133.0,33.0,32.0,1.0,500358.076141,4.0,92.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
132.0,33.0,32.0,1.0,500358.076169,4.0,131.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
131.0,33.0,33.0,1.0,500358.076197,3.0,157.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
130.0,33.0,34.0,1.0,500358.076211,3.0,156.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
129.0,33.0,34.0,1.0,500358.076239,3.0,104.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
128.0,33.0,35.0,1.0,500358.076267,3.0,142.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
127.0,33.0,36.0,1.0,500358.076295,3.0,148.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
121.0,32.0,40.0,1.0,500358.076449,2.0,146.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
120.0,32.0,40.0,1.0,500358.076477,2.0,133.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
119.0,32.0,41.0,1.0,500358.076505,2.0,164.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
118.0,32.0,42.0,1.0,500358.076533,2.0,107.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
117.0,32.0,42.0,1.0,500358.076561,2.0,119.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
116.0,32.0,43.0,1.0,500358.076575,2.0,151.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
115.0,32.0,44.0,1.0,500358.076603,2.0,125.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
114.0,32.0,44.0,1.0,500358.076631,2.0,100.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
113.0,32.0,45.0,1.0,500358.076659,2.0,137.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
112.0,32.0,46.0,1.0,500358.076687,2.0,136.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
109.0,31.0,51.0,1.0,500358.076771,1.0,103.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
108.0,31.0,51.0,1.0,500358.076785,1.0,122.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
107.0,31.0,51.0,1.0,500358.076813,1.0,140.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
106.0,31.0,52.0,1.0,500358.076841,1.0,182.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
105.0,31.0,52.0,1.0,500358.076869,1.0,133.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
104.0,31.0,53.0,1.0,500358.076897,1.0,157.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
103.0,31.0,53.0,1.0,500358.076925,1.0,139.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
102.0,31.0,53.0,1.0,500358.076953,1.0,127.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
101.0,31.0,53.0,1.0,500358.076981,1.0,127.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
100.0,31.0,52.0,1.0,500358.077023,0.0,175.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
99.0,31.0,52.0,1.0,500358.077051,0.0,121.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
98.0,31.0,52.0,1.0,500358.077079,0.0,175.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
97.0,31.0,52.0,1.0,500358.077107,0.0,151.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
96.0,31.0,52.0,1.0,500358.077135,0.0,139.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
95.0,31.0,52.0,1.0,500358.077163,0.0,175.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
94.0,31.0,52.0,1.0,500358.077191,0.0,163.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
93.0,31.0,52.0,1.0,500358.077219,0.0,164.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
92.0,31.0,51.0,1.0,500358.077247,0.0,170.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
91.0,31.0,51.0,1.0,500358.077275,0.0,182.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
90.0,31.0,51.0,1.0,500358.077303,0.0,188.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
89.0,31.0,51.0,1.0,500358.077331,0.0,188.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
88.0,31.0,51.0,1.0,500358.077359,0.0,182.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
87.0,31.0,51.0,1.0,500358.077387,0.0,170.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
86.0,31.0,51.0,1.0,500358.077415,0.0,182.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
85.0,31.0,51.0,1.0,500358.077443,0.0,158.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
84.0,31.0,50.0,1.0,500358.077471,0.0,164.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
83.0,31.0,50.0,1.0,500358.077499,0.0,152.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
82.0,31.0,49.0,1.0,500358.077527,0.0,165.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
81.0,31.0,49.0,1.0,500358.077555,-1.0,128.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
80.0,31.0,49.0,1.0,500358.077583,-1.0,141.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
79.0,31.0,48.0,1.0,500358.077611,-1.0,172.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
78.0,31.0,48.0,1.0,500358.077639,-1.0,147.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
77.0,31.0,48.0,1.0,500358.077667,-1.0,141.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
76.0,31.0,47.0,1.0,500358.077695,-1.0,154.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
75.0,31.0,47.0,1.0,500358.077723,-1.0,160.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
74.0,31.0,47.0,1.0,500358.077751,-1.0,160.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
73.0,31.0,46.0,1.0,500358.077779,-1.0,154.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
72.0,31.0,46.0,1.0,500358.077807,-1.0,142.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
71.0,31.0,46.0,1.0,500358.077835,-2.0,161.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
70.0,31.0,46.0,1.0,500358.077863,-2.0,142.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
66.0,31.0,44.0,1.0,500358.077975,-2.0,124.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
65.0,31.0,44.0,1.0,500358.078003,-2.0,149.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
64.0,31.0,44.0,1.0,500358.078032,-2.0,149.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
63.0,31.0,43.0,1.0,500358.07806,-2.0,131.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
62.0,31.0,43.0,1.0,500358.078088,-3.0,137.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
61.0,31.0,43.0,1.0,500358.078116,-3.0,125.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
60.0,31.0,43.0,1.0,500358.078144,-3.0,138.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
59.0,31.0,42.0,1.0,500358.078172,-3.0,157.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
58.0,31.0,42.0,1.0,500358.0782,-3.0,113.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
57.0,31.0,42.0,1.0,500358.078228,-3.0,170.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
56.0,31.0,41.0,1.0,500358.078256,-3.0,164.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
42.0,32.0,37.0,1.0,500358.078648,-5.0,122.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
41.0,32.0,36.0,1.0,500358.078676,-5.0,167.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
40.0,32.0,36.0,1.0,500358.078704,-5.0,148.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
39.0,32.0,36.0,1.0,500358.078718,-5.0,135.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
38.0,32.0,36.0,1.0,500358.078746,-5.0,135.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
37.0,32.0,36.0,1.0,500358.078774,-5.0,129.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
36.0,32.0,36.0,1.0,500358.078802,-5.0,135.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
35.0,32.0,35.0,1.0,500358.07883,-5.0,142.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
22.0,31.0,34.0,1.0,500358.079194,-7.0,104.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
21.0,31.0,34.0,1.0,500358.079208,-7.0,117.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
20.0,31.0,34.0,1.0,500358.079236,-7.0,130.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
19.0,31.0,34.0,1.0,500358.079264,-7.0,117.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
18.0,31.0,34.0,1.0,500358.079292,-7.0,130.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
17.0,31.0,33.0,1.0,500358.07932,-7.0,117.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
16.0,31.0,33.0,1.0,500358.079348,-7.0,104.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
15.0,31.0,33.0,1.0,500358.079376,-7.0,124.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
14.0,31.0,33.0,1.0,500358.079404,-7.0,104.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
13.0,31.0,33.0,1.0,500358.079432,-7.0,137.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
12.0,31.0,33.0,1.0,500358.07946,-8.0,124.0,1.0,1.0,30.0,0.0,0.0,32.0,0.0,0.0,0.0
43.0,32.0,37.0,1.0,500358.088392,-5.0,141.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
44.0,32.0,37.0,1.0,500358.08842,-4.0,147.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
70.0,32.0,45.0,1.0,500358.089134,-2.0,173.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
71.0,32.0,46.0,1.0,500358.089162,-2.0,124.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
72.0,32.0,46.0,1.0,500358.08919,-2.0,136.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
73.0,32.0,46.0,1.0,500358.089218,-2.0,167.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
74.0,32.0,46.0,1.0,500358.089246,-1.0,167.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
75.0,32.0,47.0,1.0,500358.089274,-1.0,142.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
76.0,32.0,47.0,1.0,500358.089302,-1.0,172.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
77.0,32.0,47.0,1.0,500358.08933,-1.0,147.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
78.0,32.0,48.0,1.0,500358.089358,-1.0,147.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
79.0,32.0,48.0,1.0,500358.089386,-1.0,123.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
80.0,32.0,48.0,1.0,500358.089414,-1.0,135.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
81.0,32.0,49.0,1.0,500358.089442,-1.0,171.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
82.0,32.0,49.0,1.0,500358.08947,-1.0,147.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
83.0,32.0,50.0,1.0,500358.089498,0.0,195.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
84.0,32.0,50.0,1.0,500358.089526,0.0,183.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
85.0,32.0,50.0,1.0,500358.089554,0.0,183.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
86.0,32.0,51.0,1.0,500358.089596,0.0,200.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
87.0,32.0,51.0,1.0,500358.089624,0.0,176.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
88.0,32.0,51.0,1.0,500358.089652,0.0,146.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
89.0,32.0,51.0,1.0,500358.08968,0.0,139.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
90.0,32.0,51.0,1.0,500358.089708,0.0,176.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
91.0,32.0,51.0,1.0,500358.089736,0.0,164.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
92.0,32.0,51.0,1.0,500358.089764,0.0,176.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
93.0,32.0,52.0,1.0,500358.089792,0.0,158.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
94.0,32.0,52.0,1.0,500358.08982,0.0,151.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
95.0,32.0,52.0,1.0,500358.089848,0.0,200.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
96.0,32.0,52.0,1.0,500358.089876,0.0,206.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
97.0,32.0,52.0,1.0,500358.089904,0.0,176.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
98.0,32.0,52.0,1.0,500358.089932,0.0,182.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
99.0,32.0,52.0,1.0,500358.08996,0.0,163.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
100.0,32.0,52.0,1.0,500358.089988,0.0,145.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
101.0,32.0,52.0,1.0,500358.090016,0.0,169.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
102.0,32.0,52.0,1.0,500358.090044,1.0,175.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
103.0,32.0,53.0,1.0,500358.090072,1.0,175.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
104.0,32.0,53.0,1.0,500358.0901,1.0,163.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
105.0,32.0,53.0,1.0,500358.090128,1.0,121.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
106.0,32.0,52.0,1.0,500358.090156,1.0,109.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
107.0,32.0,51.0,1.0,500358.090184,1.0,207.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
108.0,32.0,51.0,1.0,500358.090212,1.0,146.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
109.0,32.0,51.0,1.0,500358.09024,1.0,177.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
110.0,32.0,50.0,1.0,500358.090268,1.0,153.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
111.0,32.0,49.0,1.0,500358.090296,1.0,135.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
111.0,33.0,46.0,1.0,500358.09031,1.0,149.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
112.0,33.0,46.0,1.0,500358.090324,2.0,130.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
113.0,33.0,46.0,1.0,500358.090338,2.0,186.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
114.0,33.0,45.0,1.0,500358.090366,2.0,187.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
115.0,33.0,44.0,1.0,500358.090394,2.0,162.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
116.0,33.0,43.0,1.0,500358.090422,2.0,119.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
117.0,33.0,42.0,1.0,500358.09045,2.0,145.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
118.0,33.0,42.0,1.0,500358.090478,2.0,183.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
119.0,33.0,41.0,1.0,500358.090506,2.0,139.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
120.0,33.0,41.0,1.0,500358.090534,2.0,171.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
121.0,33.0,40.0,1.0,500358.090562,2.0,89.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
122.0,33.0,39.0,1.0,500358.090576,2.0,134.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
123.0,33.0,38.0,1.0,500358.090604,3.0,140.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
124.0,33.0,38.0,1.0,500358.090632,3.0,115.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
125.0,33.0,37.0,1.0,500358.09066,3.0,122.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
126.0,33.0,36.0,1.0,500358.090688,3.0,135.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
127.0,34.0,36.0,1.0,500358.090716,3.0,168.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
128.0,34.0,35.0,1.0,500358.090744,3.0,123.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
129.0,34.0,35.0,1.0,500358.090758,3.0,162.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
130.0,34.0,34.0,1.0,500358.090786,3.0,156.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
131.0,34.0,33.0,1.0,500358.090814,3.0,157.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
132.0,34.0,33.0,1.0,500358.090842,3.0,150.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
133.0,34.0,32.0,1.0,500358.09087,4.0,164.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
134.0,34.0,32.0,1.0,500358.090884,4.0,151.0,1.0,1.0,30.0,0.0,1.0,32.0,0.0,0.0,0.0
